text,published_on,id,code,username,like_count,reply_count,image_count,videos,url,repost_count,keyword,emotion,locale_context,lang_detect
"im crying. sobbing non-stop. huhuhu. 🥹😭
for good best wicked song!
#WickedForGood arianagrande cynthiaerivo @wickedmovie",1762490359,3760364120249127502_63399509705,DQvfz59ktJO,kingkevinrey,2041,0,,"['https://instagram.fala4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQN7WlS98r_zlW_j9VcAkYOuT4sY4zxQaBuS1zVaPZ8xbRekhGcUnBensZ1NiCdF63Os2sZSupZaMOIO4BfILthkoAetQ6N1qLpACvg.mp4?_nc_cat=108&_nc_oc=Adn9JbC4F6CgUx0rtynfJC6yFxk2OqvMunWEIS2WEybYZEb23fC9ZSitjMf59DpWVGo&_nc_sid=5e9851&_nc_ht=instagram.fala4-2.fna.fbcdn.net&_nc_ohc=cF_XNXMBLB0Q7kNvwHZ5KFJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjo2NzYzNTk2Nzg2MDg2MDMsImFzc2V0X2FnZV9kYXlzIjoxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjU3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=da0546ebd93906a5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMTRBRjA3RTFGNzIyNzhEOTE4NkUwQTU4NDUyMEY5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDFlVUNMbVB0YTcwQ01FQUhKUGVFREZKMUFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtpOSpqjJswIVAigCQzMsF0BwHMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=NJ4fdOCFuVsDRk0uJQGd4A&_nc_zt=28&oh=00_AfgUIOoL1U_VkkIE9QGccHHKECWSo9MQy8gm0G057oeG-g&oe=69115131', 'https://instagram.fala4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQN7WlS98r_zlW_j9VcAkYOuT4sY4zxQaBuS1zVaPZ8xbRekhGcUnBensZ1NiCdF63Os2sZSupZaMOIO4BfILthkoAetQ6N1qLpACvg.mp4?_nc_cat=108&_nc_oc=Adn9JbC4F6CgUx0rtynfJC6yFxk2OqvMunWEIS2WEybYZEb23fC9ZSitjMf59DpWVGo&_nc_sid=5e9851&_nc_ht=instagram.fala4-2.fna.fbcdn.net&_nc_ohc=cF_XNXMBLB0Q7kNvwHZ5KFJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjo2NzYzNTk2Nzg2MDg2MDMsImFzc2V0X2FnZV9kYXlzIjoxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjU3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=da0546ebd93906a5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMTRBRjA3RTFGNzIyNzhEOTE4NkUwQTU4NDUyMEY5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDFlVUNMbVB0YTcwQ01FQUhKUGVFREZKMUFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtpOSpqjJswIVAigCQzMsF0BwHMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=NJ4fdOCFuVsDRk0uJQGd4A&_nc_zt=28&oh=00_AfgUIOoL1U_VkkIE9QGccHHKECWSo9MQy8gm0G057oeG-g&oe=69115131', 'https://instagram.fala4-2.fna.fbcdn.net/o1/v/t2/f2/m86/AQN7WlS98r_zlW_j9VcAkYOuT4sY4zxQaBuS1zVaPZ8xbRekhGcUnBensZ1NiCdF63Os2sZSupZaMOIO4BfILthkoAetQ6N1qLpACvg.mp4?_nc_cat=108&_nc_oc=Adn9JbC4F6CgUx0rtynfJC6yFxk2OqvMunWEIS2WEybYZEb23fC9ZSitjMf59DpWVGo&_nc_sid=5e9851&_nc_ht=instagram.fala4-2.fna.fbcdn.net&_nc_ohc=cF_XNXMBLB0Q7kNvwHZ5KFJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjo2NzYzNTk2Nzg2MDg2MDMsImFzc2V0X2FnZV9kYXlzIjoxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6MjU3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=da0546ebd93906a5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMTRBRjA3RTFGNzIyNzhEOTE4NkUwQTU4NDUyMEY5Rl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDFlVUNMbVB0YTcwQ01FQUhKUGVFREZKMUFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmtpOSpqjJswIVAigCQzMsF0BwHMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=NJ4fdOCFuVsDRk0uJQGd4A&_nc_zt=28&oh=00_AfgUIOoL1U_VkkIE9QGccHHKECWSo9MQy8gm0G057oeG-g&oe=69115131']",https://www.threads.net/@kingkevinrey/post/DQvfz59ktJO,0,crying,sad,ru-RU,en
ugly crying before 10am,1762526764,3760669530582421715_63311992731,DQwlQNgABDT,halleratyou,1,0,,,https://www.threads.net/@halleratyou/post/DQwlQNgABDT,0,crying,sad,ru-RU,en
I’M FUCKING CRYING. NOT Y’ALL SHITTING ON DJS AND THEN CHAN POSTS THIS LMAOOOOOOOO,1762608709,3761356932130243836_66424986570,DQzBjOFE4T8,shujuju_,126,0,,,https://www.threads.net/@shujuju_/post/DQzBjOFE4T8,0,crying,sad,ru-RU,en
"she wasn't crying alone (ifykyk) 

#farhanabhatt #farhanawinninghearts #foryoupage #trendingreels #bb19 #bigboss19 #explore #fypp #explorepage",1762621416,3761463508052667442_63083029923,DQzZyGpEuwy,editing.pagluuu,716,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMPLCJZc0UAP1Q39U2LflSG4BXw43vqmLcp1o0zHSc_6bsxOYH9enZPFdULBNQlM6UDUhz7TXAfA6xudJnyevBWjod_FAjxjLt5csE.mp4?_nc_cat=101&_nc_oc=AdkQwLctZ-FyroXJQejR9p_5bDjZFha-d--6CAp8sYz2p--3F3nz9AA5mR7aL0Chyfs&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=WDm06B7eHvYQ7kNvwH8aOSa&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTI3MjUyODM1MjU4MTgzLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d2f01097c572f1a&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNTRCQ0QyQTFBQUI1RkQ1NDQwQkU1RkQzRkVDQ0M5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTWlxYlNKWFlGaUtEWWNGQURVell0YThTd29TYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjr3Sq-jBtgUVAigCQzMsF0A23bItDlYEGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=MHYZzx6lOeLB6p_FgzOxBg&_nc_zt=28&oh=00_Afgci7A55Dm4ve0KyJAGElNlA2deirjZQBGgqaeSgQns2Q&oe=69115B7A', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMPLCJZc0UAP1Q39U2LflSG4BXw43vqmLcp1o0zHSc_6bsxOYH9enZPFdULBNQlM6UDUhz7TXAfA6xudJnyevBWjod_FAjxjLt5csE.mp4?_nc_cat=101&_nc_oc=AdkQwLctZ-FyroXJQejR9p_5bDjZFha-d--6CAp8sYz2p--3F3nz9AA5mR7aL0Chyfs&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=WDm06B7eHvYQ7kNvwH8aOSa&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTI3MjUyODM1MjU4MTgzLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d2f01097c572f1a&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNTRCQ0QyQTFBQUI1RkQ1NDQwQkU1RkQzRkVDQ0M5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTWlxYlNKWFlGaUtEWWNGQURVell0YThTd29TYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjr3Sq-jBtgUVAigCQzMsF0A23bItDlYEGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=MHYZzx6lOeLB6p_FgzOxBg&_nc_zt=28&oh=00_Afgci7A55Dm4ve0KyJAGElNlA2deirjZQBGgqaeSgQns2Q&oe=69115B7A', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMPLCJZc0UAP1Q39U2LflSG4BXw43vqmLcp1o0zHSc_6bsxOYH9enZPFdULBNQlM6UDUhz7TXAfA6xudJnyevBWjod_FAjxjLt5csE.mp4?_nc_cat=101&_nc_oc=AdkQwLctZ-FyroXJQejR9p_5bDjZFha-d--6CAp8sYz2p--3F3nz9AA5mR7aL0Chyfs&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=WDm06B7eHvYQ7kNvwH8aOSa&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxNTI3MjUyODM1MjU4MTgzLCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d2f01097c572f1a&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8yNTRCQ0QyQTFBQUI1RkQ1NDQwQkU1RkQzRkVDQ0M5RV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTWlxYlNKWFlGaUtEWWNGQURVell0YThTd29TYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmjr3Sq-jBtgUVAigCQzMsF0A23bItDlYEGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=MHYZzx6lOeLB6p_FgzOxBg&_nc_zt=28&oh=00_Afgci7A55Dm4ve0KyJAGElNlA2deirjZQBGgqaeSgQns2Q&oe=69115B7A']",https://www.threads.net/@editing.pagluuu/post/DQzZyGpEuwy,0,crying,sad,ru-RU,en
"Beautiful women collectively walking out on a rude man to the point that he ends up losing his job, crying and apologising on television, is my favourite kind of feminism. 
Public humiliation of misogynists really IS prime-time viewing.",1762571382,3761043810584609682_70277583124,DQx6Ws6k8OS,theherlocker,5221,0,,,https://www.threads.net/@theherlocker/post/DQx6Ws6k8OS,0,crying,sad,ru-RU,en
"He was MESSY crying! Sir, where was all this heightened sensitivity when you demanded Miss Mexico stand up for your tongue lashing?!",1762593185,3761226709342460899_75637783950,DQyj8OqEZvj,everyjenintheworld,36,0,,,https://www.threads.net/@everyjenintheworld/post/DQyj8OqEZvj,0,crying,sad,ru-RU,en
"ling asking for orm’s hand and orm crying during ling’s message to her im sobbing 

LINGORM HER AND HERS FANCON #LingOrm1st_ImpactFANCON",1762603058,3761309513107325398_68930430468,DQy2xLrD0HW,linglingkwong_fan,347,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMf-tpgWk7-NLMOaucChHFMa413eU54hZ4hueCudlGlN4RVJM1ijHpnSQhiMEOqXaEO4tHS49wvrKBJxBvV7d1-PYypwPTJZHGKTsg.mp4?_nc_cat=101&_nc_oc=Adnkj05ZkEDmvYHXLYtbpl1sr1l6tDmYdYk9a7_YiF8WLgNMfFzziQ6z2E1IzjghXN0&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=bNcoR4FMs4kQ7kNvwHh3_PR&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTA4MDA3MDY0ODMyMjM4NiwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo0NCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=6a2c5a73fa3340d9&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDYwM0FGQTM2RDc4QUVDNjI2RjExNTY2QTg5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTzhnYUNMN1JJYjVtaHNLQU9PczFQUkl3QVFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmpOX63p-MjVkVAigCQzMsF0BF92yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=OndqvBnC6l90aSSNX_jWDQ&_nc_zt=28&oh=00_Afjh0N2Cke3KeWlV8Ln0Gmql2StdACnvL4eeEd4JLjsj0w&oe=69117B7E', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMf-tpgWk7-NLMOaucChHFMa413eU54hZ4hueCudlGlN4RVJM1ijHpnSQhiMEOqXaEO4tHS49wvrKBJxBvV7d1-PYypwPTJZHGKTsg.mp4?_nc_cat=101&_nc_oc=Adnkj05ZkEDmvYHXLYtbpl1sr1l6tDmYdYk9a7_YiF8WLgNMfFzziQ6z2E1IzjghXN0&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=bNcoR4FMs4kQ7kNvwHh3_PR&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTA4MDA3MDY0ODMyMjM4NiwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo0NCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=6a2c5a73fa3340d9&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDYwM0FGQTM2RDc4QUVDNjI2RjExNTY2QTg5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTzhnYUNMN1JJYjVtaHNLQU9PczFQUkl3QVFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmpOX63p-MjVkVAigCQzMsF0BF92yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=OndqvBnC6l90aSSNX_jWDQ&_nc_zt=28&oh=00_Afjh0N2Cke3KeWlV8Ln0Gmql2StdACnvL4eeEd4JLjsj0w&oe=69117B7E', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQMf-tpgWk7-NLMOaucChHFMa413eU54hZ4hueCudlGlN4RVJM1ijHpnSQhiMEOqXaEO4tHS49wvrKBJxBvV7d1-PYypwPTJZHGKTsg.mp4?_nc_cat=101&_nc_oc=Adnkj05ZkEDmvYHXLYtbpl1sr1l6tDmYdYk9a7_YiF8WLgNMfFzziQ6z2E1IzjghXN0&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=bNcoR4FMs4kQ7kNvwHh3_PR&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoyNTA4MDA3MDY0ODMyMjM4NiwiYXNzZXRfYWdlX2RheXMiOjAsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjo0NCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=6a2c5a73fa3340d9&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDYwM0FGQTM2RDc4QUVDNjI2RjExNTY2QTg5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTzhnYUNMN1JJYjVtaHNLQU9PczFQUkl3QVFYYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmpOX63p-MjVkVAigCQzMsF0BF92yLQ5WBGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=OndqvBnC6l90aSSNX_jWDQ&_nc_zt=28&oh=00_Afjh0N2Cke3KeWlV8Ln0Gmql2StdACnvL4eeEd4JLjsj0w&oe=69117B7E']",https://www.threads.net/@linglingkwong_fan/post/DQy2xLrD0HW,0,crying,sad,ru-RU,en
"I realized today I am almost 50 yrs old. 47. And I have never met a man that could love me or could stay, would stay. So I have like about 15 years maybe before something takes me out. I realized beyond myself I have never had a relationship where someone made love to me. I have not been kissed in years. I have spent the past almost 5 years crying from grief over a man that in reality didn’t love me. He loved someone else. Idk why he was even with me. So it appears I will be alone in life. Sad.",1762592689,3761222551075933802_68850757656,DQyi_t-Ec5q,b.burgess78,171,0,,,https://www.threads.net/@b.burgess78/post/DQyi_t-Ec5q,0,crying,sad,ru-RU,en
"Y’all. My husband just got in a wreck hitting a deer on a back road going to work. Our car isn’t okay. Our only good car.

I’m already crying cause he was crying when he called. 

On my way to meet him and…god I’m so f*ing tired.",1762600581,3761288751587899029_63121734984,DQyyDEAEbaV,paperbacks_n_frybread,384,0,,,https://www.threads.net/@paperbacks_n_frybread/post/DQyyDEAEbaV,0,crying,sad,ru-RU,en
"Introductions are going slow- as recommended by the experts!
You can heard Bernoulli crying because he wants to lick maul Brix so bad.
Bunsen really wants to meet Brix too, perhaps Brix will like him better than Ginger did.
Ironically it is Beaker that Brix is the least worried about, maybe because she’s so small compared to the bigger boys?",1762611050,3761376553092583833_63248383904,DQzGAvhkRGZ,bunsenberner.bmd,422,0,,"['https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP7a5VW0XTRLF9mr18EbwjnrDr9e9iYgkfFYP3Asp9itVlyR4mWYmrvOT2xzKeLjqW8Ek_ghVfqbUfN3vP3mA1OhWTakQ888la6nUw.mp4?_nc_cat=105&_nc_oc=AdlhUE__AcC9Uok4rHFxVqmTf6Q25xStQmcVgT3YhpJduiiGFXzq8MIBARgninaYqnI&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=4KrDG2iCMoIQ7kNvwG5em1B&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzE5MTM5Nzc2OTIwMTk1LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=b5f4cd778d5d81e8&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMjQzNkZFODAxMzdBRkQ4NzQ3RUZCQjAxNkE1NDI4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTENvYmlJWUIwRnluUTREQUpUSjFqSTJXOVkzYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmhur_nIXw1wQVAigCQzMsF0A1mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=DyXV5kDNqYd-iuYnOuMUJA&_nc_zt=28&oh=00_Afh1I7OxiWUFwWbMPoLOeg6hhkurS0hH-ijv3X9UNpniKg&oe=69116E32', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP7a5VW0XTRLF9mr18EbwjnrDr9e9iYgkfFYP3Asp9itVlyR4mWYmrvOT2xzKeLjqW8Ek_ghVfqbUfN3vP3mA1OhWTakQ888la6nUw.mp4?_nc_cat=105&_nc_oc=AdlhUE__AcC9Uok4rHFxVqmTf6Q25xStQmcVgT3YhpJduiiGFXzq8MIBARgninaYqnI&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=4KrDG2iCMoIQ7kNvwG5em1B&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzE5MTM5Nzc2OTIwMTk1LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=b5f4cd778d5d81e8&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMjQzNkZFODAxMzdBRkQ4NzQ3RUZCQjAxNkE1NDI4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTENvYmlJWUIwRnluUTREQUpUSjFqSTJXOVkzYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmhur_nIXw1wQVAigCQzMsF0A1mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=DyXV5kDNqYd-iuYnOuMUJA&_nc_zt=28&oh=00_Afh1I7OxiWUFwWbMPoLOeg6hhkurS0hH-ijv3X9UNpniKg&oe=69116E32', 'https://instagram.fala4-1.fna.fbcdn.net/o1/v/t2/f2/m86/AQP7a5VW0XTRLF9mr18EbwjnrDr9e9iYgkfFYP3Asp9itVlyR4mWYmrvOT2xzKeLjqW8Ek_ghVfqbUfN3vP3mA1OhWTakQ888la6nUw.mp4?_nc_cat=105&_nc_oc=AdlhUE__AcC9Uok4rHFxVqmTf6Q25xStQmcVgT3YhpJduiiGFXzq8MIBARgninaYqnI&_nc_sid=5e9851&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_ohc=4KrDG2iCMoIQ7kNvwG5em1B&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uRkVFRC5DMy43MjAuZGFzaF9iYXNlbGluZV8xX3YxIiwieHB2X2Fzc2V0X2lkIjoxMzE5MTM5Nzc2OTIwMTk1LCJhc3NldF9hZ2VfZGF5cyI6MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjIxLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=b5f4cd778d5d81e8&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zMjQzNkZFODAxMzdBRkQ4NzQ3RUZCQjAxNkE1NDI4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTENvYmlJWUIwRnluUTREQUpUSjFqSTJXOVkzYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmhur_nIXw1wQVAigCQzMsF0A1mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqB2XmnQEA&_nc_gid=DyXV5kDNqYd-iuYnOuMUJA&_nc_zt=28&oh=00_Afh1I7OxiWUFwWbMPoLOeg6hhkurS0hH-ijv3X9UNpniKg&oe=69116E32']",https://www.threads.net/@bunsenberner.bmd/post/DQzGAvhkRGZ,0,crying,sad,ru-RU,en
